n,sigma,ratio_sigma_log2n
27314928,74,2.995565
27336402,120,4.857450
27357876,74,2.995290
27379350,185,7.487882
27400824,147,5.949558
27422298,185,7.487197
27443772,74,2.994742
27465246,90,3.642087
27486720,74,2.994469
27508194,90,3.641755
27529668,71,2.872809
27551142,120,4.855231
27572616,109,4.409968
27594090,109,4.409768
27615564,74,2.993651
27637038,109,4.409367
27658512,128,5.177738
27679986,120,4.853909
27701460,71,2.871766
27722934,177,7.158869
27744408,128,5.176801
27765882,128,5.176567
27787356,128,5.176334
27808830,212,8.572917
27830304,139,5.620669
27851778,109,4.407376
27873252,128,5.175402
27894726,128,5.175170
27916200,109,4.406783
27937674,55,2.223506
27959148,166,6.710645
27980622,109,4.406190
28002096,109,4.405993
28023570,147,5.941762
28045044,55,2.223009
28066518,120,4.849985
28087992,90,3.637326
28109466,136,5.496159
28130940,90,3.637002
28152414,90,3.636840
28173888,128,5.172165
28195362,117,4.727472
28216836,212,8.565638
28238310,193,7.797617
28259784,90,3.636034
28281258,109,4.403446
28302732,55,2.221824
28324206,120,4.847401
28345680,155,6.260950
28367154,63,2.544661
28388628,71,2.867666
28410102,63,2.544437
28431576,85,3.432819
28453050,101,4.078817
28474524,85,3.432517
28495998,155,6.259021
28517472,71,2.866910
28538946,71,2.866784
28560420,174,7.025332
28581894,174,7.025024
28603368,128,5.167608
28624842,155,6.257377
28646316,212,8.558103
28667790,212,8.557729
28689264,90,3.632840
28710738,155,6.256285
28732212,82,3.309632
28753686,66,2.663735
28775160,82,3.309345
28796634,90,3.632050
28818108,71,2.865159
28839582,82,3.308914
28861056,52,2.098245
28882530,66,2.663041
28904004,82,3.308484
28925478,90,3.631106
28946952,90,3.630949
28968426,82,3.308055
28989900,98,3.953359
29011374,109,4.396914
29032848,109,4.396724
29054322,79,3.186480
29075796,136,5.485350
29097270,136,5.485114
29118744,136,5.484878
29140218,174,7.017117
29161692,90,3.629388
29183166,82,3.306634
29204640,90,3.629077
29226114,136,5.483704
29247588,136,5.483470
29269062,98,3.951155
29290536,174,7.015017
29312010,155,6.248743
29333484,155,6.248477
29354958,98,3.950482
29376432,136,5.482068
29397906,117,4.715991
29419380,63,2.539272
29440854,98,3.949811
29462328,174,7.012632
29483802,63,2.538949
29505276,136,5.480673
29526750,136,5.480441
29548224,136,5.480210
29569698,128,5.157627
29591172,201,8.098744
29612646,136,5.479516
29634120,63,2.538198
29655594,155,6.244511
29677068,136,5.478824
29698542,63,2.537878
29720016,98,3.947644
29741490,98,3.947479
29762964,117,4.712608
29784438,136,5.477674
29805912,182,7.330110
29827386,155,6.242415
29848860,98,3.946652
29870334,155,6.241893
29891808,71,2.859070
29913282,163,6.563507
29934756,228,9.180474
29956230,93,3.744511
29977704,109,4.388545
29999178,182,7.327358
30020652,109,4.388181
30042126,93,3.743888
30063600,79,3.180160
30085074,109,4.387634
30106548,109,4.387452
30128022,136,5.474026
30149496,136,5.473799
30170970,144,5.795548
30192444,106,4.265991
30213918,90,3.621918
30235392,60,2.414513
30256866,44,1.770570
30278340,158,6.357693
30299814,74,2.977531
30321288,98,3.943055
30342762,136,5.471769
30364236,74,2.977164
30385710,201,8.086289
30407184,90,3.620578
30428658,60,2.413620
30450132,117,4.706366
30471606,163,6.556464
30493080,106,4.263538
30514554,60,2.413225
30536028,87,3.499033
30557502,90,3.619542
30578976,60,2.412930
30600450,125,5.026732
30621924,60,2.412733
30643398,90,3.618953
30664872,60,2.412537
30686346,182,7.317732
30707820,155,6.231882
30729294,71,2.854488
30750768,55,2.211134
30772242,125,5.025100
30793716,90,3.617926
30815190,163,6.552201
30836664,144,5.788213
30858138,125,5.024288
30879612,87,3.496763
30901086,163,6.551143
30922560,87,3.496482
30944034,71,2.853336
30965508,163,6.550352
30986982,90,3.616613
31008456,44,1.768051
31029930,68,2.732333
31051404,144,5.785885
31072878,68,2.732114
31094352,60,2.410592
31115826,163,6.548513
31137300,125,5.021665
31158774,144,5.784727
31180248,144,5.784496
31201722,106,4.257862
31223196,71,2.851851
31244670,163,6.546945
31266144,144,5.783574
31287618,125,5.020264
31309092,163,6.546164
31330566,133,5.341136
31352040,144,5.782655
31373514,163,6.545385
31394988,106,4.256339
31416462,201,8.070663
31437936,87,3.493134
31459410,117,4.697477
31480884,163,6.544089
31502358,106,4.255497
31523832,101,4.054606
31545306,101,4.054446
31566780,190,7.626876
31588254,117,4.696365
31609728,87,3.492031
31631202,87,3.491894
31652676,125,5.016892
31674150,87,3.491620
31695624,144,5.779006
31717098,52,2.086781
31738572,144,5.778553
31760046,114,4.574509
31781520,98,3.932318
31802994,144,5.777875
31824468,152,6.098629
31845942,114,4.573793
31867416,87,3.490390
31888890,209,8.384634
31910364,68,2.727909
31931838,60,2.406884
31953312,106,4.251997
31974786,82,3.289153
31996260,82,3.289025
32017734,198,7.941484
32039208,152,6.096256
32060682,68,2.727167
32082156,68,2.727061
32103630,82,3.288388
32125104,114,4.571484
32146578,98,3.929720
32168052,125,5.012205
32189526,95,3.809129
32211000,125,5.011818
32232474,71,2.846603
32253948,98,3.928962
32275422,68,2.726114
32296896,87,3.487688
32318370,152,6.093198
32339844,144,5.772281
32361318,152,6.092730
32382792,133,5.330934
32404266,106,4.248551
32425740,190,7.615036
32447214,68,2.725277
32468688,79,3.166010
32490162,152,6.091330
32511636,152,6.091097
32533110,95,3.806790
32554584,114,4.567974
32576058,152,6.090400
32597532,79,3.165285
32619006,152,6.089936
32640480,152,6.089705
32661954,152,6.089473
32683428,114,4.566932
32704902,133,5.327885
32726376,133,5.327682
32747850,152,6.088549
32769324,171,6.849358
32790798,79,3.164204
32812272,76,3.043929
32833746,125,5.006273
32855220,79,3.163845
32876694,133,5.326272
32898168,152,6.086938
32919642,171,6.847547
32941116,152,6.086479
32962590,152,6.086250
32984064,44,1.761743
33005538,141,5.645373
33027012,133,5.324868
33048486,95,3.803335
33069960,79,3.162654
33091434,114,4.563659
33112908,68,2.722081
33134382,263,10.527653
33155856,76,3.042098
33177330,87,3.482271
33198804,95,3.802338
33220278,87,3.482011
33241752,152,6.083287
33263226,95,3.801912
33284700,114,4.562125
33306174,141,5.642418
33327648,125,5.001958
33349122,79,3.161120
33370596,122,4.881548
33392070,133,5.321490
33413544,87,3.480845
33435018,57,2.280469
33456492,144,5.760972
33477966,95,3.800500
33499440,76,3.040288
33520914,152,6.080351
33542388,114,4.560094
33563862,198,7.919872
33585336,179,7.159620
33606810,160,6.399424
33628284,68,2.719655
33649758,114,4.559254
33671232,114,4.559086
33692706,106,4.238994
33714180,114,4.558751
33735654,179,7.157775
33757128,160,6.397776
33778602,57,2.279124
33800076,76,3.038721
33821550,122,4.877768
33843024,60,2.398814
33864498,133,5.317178
33885972,76,3.038276
33907446,187,7.475485
33928920,76,3.038054
33950394,57,2.278457
33971868,198,7.914353
33993342,179,7.154634
34014816,114,4.556417
34036290,106,4.236514
34057764,198,7.913201
34079238,179,7.153593
34100712,103,4.116164
34122186,71,2.837253
34143660,71,2.837150
34165134,141,5.634136
34186608,95,3.795911
34208082,171,6.832393
34229556,71,2.836739
34251030,141,5.633320
34272504,152,6.072580
34293978,133,5.313315
34315452,160,6.391728
34336926,87,3.475377
34358400,87,3.475251
34379874,84,3.355294
34401348,57,2.276725
34422822,160,6.390577
34444296,84,3.354932
34465770,84,3.354812
34487244,84,3.354692
34508718,141,5.630888
34530192,136,5.431016
34551666,57,2.276153
34573140,76,3.034762
34594614,52,2.076342
34616088,114,4.551818
34637562,141,5.629679
34659036,168,6.707463
34680510,68,2.714829
34701984,68,2.714732
34723458,52,2.075897
34744932,84,3.353253
34766406,84,3.353134
34787880,141,5.628275
34809354,68,2.714249
34830828,87,3.472519
34852302,206,8.221994
34873776,103,4.110851
34895250,103,4.110705
34916724,122,4.868818
34938198,117,4.669111
34959672,65,2.593859
34981146,168,6.703891
35002620,122,4.868130
35024094,117,4.668451
35045568,49,1.955094
35067042,103,4.109543
35088516,84,3.351354
35109990,217,8.657360
35131464,65,2.593127
35152938,160,6.382858
35174412,141,5.624696
35195886,149,5.943619
35217360,122,4.866416
35238834,114,4.547147
35260308,103,4.108244
35281782,114,4.546829
35303256,103,4.107956
35324730,103,4.107812
35346204,141,5.623119
35367678,168,6.699652
35389152,168,6.699418
35410626,65,2.591946
35432100,98,3.907721
35453574,160,6.379731
35475048,122,4.864375
35496522,122,4.864206
35517996,98,3.907177
35539470,122,4.863868
35560944,130,5.182630
35582418,122,4.863530
35603892,225,8.969314
35625366,84,3.348428
35646840,179,7.135093
35668314,111,4.424401
35689788,141,5.619991
35711262,114,4.543665
35732736,122,4.862351
35754210,84,3.347733
35775684,84,3.347617
35797158,111,4.423484
35818632,49,1.952642
35840106,168,6.694542
35861580,225,8.965595
35883054,79,3.147812
35904528,79,3.147704
35926002,95,3.785083
35947476,149,5.936400
35968950,141,5.617474
35990424,168,6.692931
36011898,141,5.617089
36033372,130,5.178699
36054846,95,3.784304
36076320,65,2.589172
36097794,95,3.784045
36119268,65,2.588995
36140742,111,4.421056
36162216,92,3.664174
36183690,149,5.934166
36205164,176,7.009246
36226638,114,4.539925
36248112,68,2.707933
36269586,114,4.539616
36291060,92,3.663425
36312534,84,3.344753
36334008,92,3.663176
36355482,76,3.025999
36376956,95,3.782371
36398430,76,3.025794
36419904,84,3.344186
36441378,122,4.856867
36462852,130,5.175175
36484326,130,5.175000
36505800,187,7.443787
36527274,76,3.025180
36548748,60,2.388220
36570222,157,6.248964
36591696,92,3.661690
36613170,92,3.661566
36634644,111,4.417611
36656118,111,4.417462
36677592,92,3.661197
36699066,103,4.098811
36720540,95,3.780330
36742014,130,5.172909
36763488,111,4.416720
36784962,187,7.440532
36806436,149,5.928353
36827910,149,5.928155
36849384,111,4.416129
36870858,65,2.585935
36892332,76,3.023454
36913806,149,5.927362
36935280,111,4.415539
36956754,111,4.415391
36978228,130,5.171007
36999702,92,3.659360
37021176,157,6.244569
37042650,65,2.585245
37064124,130,5.170318
37085598,149,5.925783
37107072,141,5.607434
37128546,130,5.169803
37150020,130,5.169632
37171494,122,4.851340
37192968,111,4.413777
37214442,73,2.902658
37235916,130,5.168947
37257390,65,2.584388
37278864,92,3.657782
37300338,92,3.657661
37321812,57,2.266085
37343286,176,6.996803
37364760,149,5.923235
37386234,106,4.213706
37407708,103,4.094315
37429182,168,6.677887
37450656,92,3.656818
37472130,130,5.167072
37493604,122,4.848939
37515078,57,2.265414
37536552,122,4.848621
37558026,130,5.166394
37579500,119,4.729083
37600974,122,4.848144
37622448,111,4.410872
37643922,92,3.655739
37665396,168,6.675478
37686870,57,2.264820
37708344,92,3.655380
37729818,92,3.655261
37751292,149,5.919740
37772766,176,6.992217
37794240,149,5.919355
37815714,157,6.236969
37837188,87,3.456043
37858662,103,4.091503
37880136,149,5.918585
37901610,87,3.455706
37923084,130,5.163530
37944558,73,2.899427
37966032,119,4.726310
37987506,111,4.408432
38008980,119,4.726004
38030454,103,4.090442
38051928,119,4.725698
38073402,119,4.725545
38094876,176,6.988816
38116350,103,4.089914
38137824,130,5.161860
38159298,176,6.988139
38180772,176,6.987914
38202246,76,3.017411
38223720,100,3.970150
38245194,138,5.478631
38266668,92,3.652303
38288142,100,3.969767
38309616,176,6.986566
38331090,157,6.232134
38352564,149,5.914384
38374038,100,3.969258
38395512,92,3.651600
38416986,84,3.333963
38438460,103,4.087943
38459934,92,3.651250
38481408,54,2.143056
38502882,68,2.698577
38524356,157,6.230340
38545830,111,4.404749
38567304,54,2.142783
38588778,73,2.896633
38610252,138,5.475651
38631726,84,3.332899
38653200,157,6.229149
38674674,138,5.475129
38696148,130,5.157566
38717622,130,5.157403
38739096,81,3.213357
38760570,84,3.332264
38782044,157,6.227963
38803518,138,5.474087
38824992,81,3.212949
38846466,111,4.402791
38867940,130,5.156259
38889414,65,2.578048
38910888,49,1.943390
38932362,81,3.212442
38953836,138,5.472876
38975310,138,5.472703
38996784,49,1.943145
39018258,176,6.979240
39039732,157,6.225603
39061206,111,4.401403
39082680,157,6.225212
39104154,81,3.211632
39125628,149,5.907632
39147102,119,4.718028
39168576,81,3.211330
39190050,81,3.211229
39211524,119,4.717584
39232998,176,6.977049
39254472,176,6.976831
39275946,176,6.976613
39297420,119,4.716994
39318894,92,3.646638
39340368,184,7.293048
39361842,138,5.469615
39383316,157,6.222484
39404790,130,5.152215
39426264,130,5.152054
39447738,203,8.044880
39469212,100,3.962872
39490686,81,3.209826
39512160,119,4.715524
39533634,138,5.468253
39555108,81,3.209527
39576582,81,3.209428
39598056,65,2.575387
39619530,111,4.397832
39641004,119,4.714647
39662478,203,8.042384
39683952,119,4.714355
39705426,81,3.208832
39726900,127,5.030976
39748374,184,7.288747
39769848,157,6.219011
39791322,100,3.961031
39812796,81,3.208336
39834270,165,6.535299
39855744,81,3.208139
39877218,119,4.713046
39898692,176,6.970342
39920166,95,3.762285
39941640,92,3.643364
39963114,111,4.395663
39984588,127,5.029117
40006062,222,8.790786
40027536,81,3.207351
40049010,62,2.454934
40070484,65,2.573642
40091958,127,5.028347
40113432,146,5.780442
40134906,119,4.711313
40156380,127,5.027886
40177854,81,3.206664
40199328,119,4.710881
40220802,62,2.454334
40242276,81,3.206370
40263750,119,4.710450
40285224,138,5.462373
40306698,119,4.710163
40328172,146,5.778680
40349646,165,6.530502
40371120,160,6.332415
40392594,81,3.205688
40414068,138,5.461377
40435542,127,5.025897
40457016,138,5.461045
40478490,92,3.640587
40499964,108,4.273603
40521438,76,3.007259
40542912,108,4.273344
40564386,211,8.348596
40585860,165,6.528326
40607334,119,4.708166
40628808,92,3.639816
40650282,62,2.452846
40671756,119,4.707740
40693230,127,5.024075
40714704,89,3.520702
40736178,62,2.452550
40757652,138,5.458738
40779126,127,5.023470
40800600,119,4.706890
40822074,127,5.023169
40843548,127,5.023018
40865022,146,5.774320
40886496,89,3.519857
40907970,89,3.519751
40929444,146,5.773801
40950918,89,3.519540
40972392,62,2.451741
40993866,89,3.519330
41015340,119,4.705480
41036814,146,5.772938
41058288,108,4.270265
41079762,92,3.637525
41101236,146,5.772421
41122710,165,6.523433
41144184,89,3.518595
41165658,73,2.885953
41187132,165,6.522850
41208606,108,4.269375
41230080,89,3.518177
41251554,73,2.885610
41273028,146,5.771048
41294502,89,3.517864
41315976,73,2.885353
41337450,81,3.201461
41358924,119,4.703242
41380398,192,7.588200
41401872,62,2.450284
41423346,73,2.884926
41444820,70,2.766286
41466294,146,5.769511
41487768,127,5.018536
41509242,165,6.519953
41530716,138,5.452891
41552190,176,6.954207
41573664,138,5.452570
41595138,146,5.768491
41616612,70,2.765634
41638086,154,6.084215
41659560,89,3.516099
41681034,127,5.017207
41702508,108,4.266476
41723982,135,5.332939
41745456,135,5.332782
41766930,119,4.700611
41788404,70,2.764984
41809878,127,5.016325
41831352,165,6.517082
41852826,108,4.265601
41874300,146,5.766293
41895774,89,3.514966
41917248,100,3.949285
41938722,165,6.516130
41960196,187,7.384732
41981670,119,4.699238
42003144,108,4.264730
42024618,127,5.014861
42046092,127,5.014715
42067566,89,3.514147
42089040,54,2.132117
42110514,157,6.198752
42131988,89,3.513840
42153462,103,4.066461
42174936,89,3.513637
42196410,73,2.881888
42217884,127,5.013550
42239358,135,5.329210
42260832,127,5.013260
42282306,116,4.578908
42303780,146,5.762942
42325254,108,4.262875
42346728,119,4.696921
42368202,89,3.512722
42389676,89,3.512620
42411150,89,3.512519
42432624,154,6.077667
42454098,108,4.262137
42475572,70,2.762417
42497046,192,7.576697
42518520,211,8.326234
42539994,108,4.261647
42561468,116,4.577193
42582942,100,3.945743
42604416,154,6.076269
42625890,108,4.261157
42647364,116,4.576667
42668838,108,4.260913
42690312,200,7.890354
42711786,116,4.576274
42733260,84,3.313759
42754734,84,3.313664
42776208,146,5.759299
42797682,154,6.074704
42819156,70,2.761150
42840630,89,3.510505
42862104,173,6.823596
42883578,165,6.507869
42905052,70,2.760835
42926526,341,13.448830
42948000,127,5.008659
42969474,211,8.321236
42990948,70,2.760521
43012422,97,3.825185
43033896,89,3.509606
43055370,154,6.072629
43076844,89,3.509407
43098318,154,6.072285
43119792,81,3.193774
43141266,100,3.942819
43162740,81,3.193593
43184214,97,3.824318
43205688,65,2.562615
43227162,65,2.562542
43248636,165,6.504731
43270110,127,5.006531
43291584,81,3.193052
43313058,116,4.572636
43334532,97,3.823562
43356006,173,6.819151
43377480,97,3.823347
43398954,97,3.823239
43420428,81,3.192512
43441902,154,6.069543
43463376,81,3.192332
43484850,78,3.074012
43506324,154,6.069032
43527798,219,8.630394
43549272,108,4.255966
43570746,127,5.004560
43592220,78,3.073581
43613694,130,5.122491
43635168,135,5.319361
43656642,116,4.570582
43678116,192,7.564890
43699590,127,5.003720
43721064,70,2.757879
43742538,89,3.506348
43764012,78,3.072894
43785486,78,3.072808
43806960,81,3.190904
43828434,97,3.821099
43849908,97,3.820993
43871382,135,5.317729
43892856,173,6.814382
43914330,116,4.569054
43935804,143,5.632384
43957278,78,3.072124
43978752,62,2.441877
44000226,78,3.071954
44021700,70,2.756805
44043174,135,5.316548
44064648,78,3.071698
44086122,135,5.316254
44107596,154,6.064300
44129070,135,5.315960
44150544,108,4.252650
44172018,181,7.126930
44193492,135,5.315519
44214966,78,3.071104
44236440,111,4.370297
44257914,181,7.126144
44279388,154,6.062961
44300862,111,4.369936
44322336,135,5.314640
44343810,111,4.369695
44365284,127,4.999424
44386758,135,5.314202
44408232,97,3.818248
44429706,78,3.070259
44451180,127,4.998875
44472654,81,3.188171
44494128,135,5.313473
44515602,162,6.375993
44537076,143,5.628037
44558550,124,4.880122
44580024,59,2.321930
44601498,97,3.817306
44622972,97,3.817202
44644446,97,3.817098
44665920,116,4.564652
44687394,162,6.374599
44708868,154,6.059638
44730342,62,2.439528
44751816,62,2.439462
44773290,78,3.068917
44794764,89,3.501617
44816238,59,2.321234
44837712,89,3.501427
44859186,78,3.068583
44880660,154,6.058319
44902134,127,4.996011
44923608,108,4.248461
44945082,162,6.372519
44966556,154,6.057662
44988030,81,3.186087
45009504,181,7.119334
45030978,108,4.247885
45052452,181,7.118949
45073926,62,2.438469
45095400,78,3.067668
45116874,59,2.320353
45138348,181,7.118179
45159822,124,4.876411
45181296,78,3.067337
45202770,108,4.246968
45224244,135,5.308567
45245718,127,4.993851
45267192,78,3.067007
45288666,105,4.128552
45310140,162,6.369594
